# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 28 09:47:48 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,ra,dec,sy_dist,sy_gaiamag
5776,TOI-5160 b,TOI-5160,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.28077325600,,2.39729851,0.21387302,6.33000000,0.01990000,M-R relationship,,177.5370,1016.00,,5622.14,1.033150,1.003000,0.2040,[M/H],4.392900,114.6393985,31.3944536,151.46500000,10.6442000
5777,TOI-5174 b,TOI-5174,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.21428600000,,5.35100000,0.47738507,24.80000000,0.07790000,M-R relationship,,100.9112,808.37,,5643.77,1.094570,1.000000,0.4150,[M/H],4.359580,174.1094967,-2.0233506,197.24300000,11.1031000
5778,TOI-5181 A b,TOI-5181 A,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.89222950000,0.0522000000,13.34989601,1.19100000,330.54154328,1.04000000,Mass,0.150000,1053.0000,1585.00,,6060.00,1.530000,1.250000,0.2080,[Fe/H],4.163000,280.6774738,21.6998203,480.15500000,12.2189000
5779,TOI-519 b,TOI-519,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.26523280000,0.0159000000,11.54525012,1.03000000,147.15455244,0.46300000,Mass,0.330000,54.0000,687.00,M V,3322.00,0.350000,0.335000,0.2700,[Fe/H],4.870000,124.6067582,-19.6627918,115.55700000,15.7067000
5780,TOI-5205 b,TOI-5205,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.63075700000,0.0199000000,11.60000000,1.03000000,343.00000000,1.08000000,Mass,0.020000,49.0000,737.00,M4.0,3430.00,0.394000,0.392000,0.0000,[Fe/H],4.840000,313.7706819,24.3609770,86.44930000,14.9317000
5781,TOI-521 b,TOI-521,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1.54285047000,0.0195000000,1.98000000,0.17664407,5.30000000,0.01667566,Mass,0.000000,66.0000,794.00,M3,3544.00,0.421000,0.420000,-0.1200,[Fe/H],4.970000,123.3442567,12.2221079,60.94250000,13.5861000
5782,TOI-5210 b,TOI-5210,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),4.56610610000,0.0557000000,10.72699453,0.95700000,81.99972901,0.25800000,Mass,0.066000,456.0000,1286.00,,5723.00,1.209000,1.105000,0.3240,[Fe/H],4.319000,314.3169230,21.9502055,302.08600000,11.9381000
5783,TOI-5218 b,TOI-5218,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.29145200000,0.0469000000,9.86000000,0.87900000,657.00000000,2.06715317,Mass,0.000000,62.0000,783.00,,4230.00,0.708000,0.739000,0.4100,[Fe/H],4.630000,292.6634642,71.7629612,377.48300000,15.4499000
5784,TOI-5232 b,TOI-5232,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.09666920000,0.0559300000,12.77823800,1.14000000,743.71847238,2.34000000,Mass,0.035000,1193.8600,1772.00,,6500.00,1.785000,1.389000,-0.1040,[Fe/H],4.077000,294.3374248,35.2764934,609.38800000,12.1680000
5785,TOI-5238 b,TOI-5238,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.87217100000,,5.22000000,0.46569801,23.70000000,0.07470000,M-R relationship,,195.9250,1042.00,,5631.00,1.022830,1.000000,,,4.418460,223.3588909,68.8594720,290.64600000,12.0984000
5786,TOI-5261 b,TOI-5261,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),4.15097680000,0.0513400000,11.60129502,1.03500000,3651.84839643,11.49000000,Mass,0.158500,159.5920,1244.00,,5790.00,1.021000,1.037000,0.2540,[Fe/H],4.436000,305.4585453,19.4358468,377.05400000,12.6023000
5787,TOI-5292 A b,TOI-5292 A,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.02191000000,0.0279000000,12.64373023,1.12800000,412.85910069,1.29900000,Mass,0.034000,102.0000,809.00,M0&plusmn;0.5,3919.00,0.611000,0.596000,0.3300,[Fe/H],4.642000,344.2223631,-8.1197473,337.09500000,15.9091000
5788,TOI-5293 A b,TOI-5293 A,2,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.93028900000,0.0340000000,11.90000000,1.06000000,170.40000000,0.54000000,Mass,0.380000,34.6000,675.00,M3+/-1,3586.00,0.520000,0.540000,-0.0300,[Fe/H],4.770000,355.8286820,-2.0450945,162.22900000,14.9816000
5789,TOI-530 b,TOI-530,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.38759700000,0.0520000000,9.30345398,0.83000000,127.13136280,0.40000000,Mass,0.000000,14.2590,565.00,M0.5 V,3659.00,0.540000,0.530000,0.3760,[Fe/H],4.700000,103.4128333,12.8815784,148.76200000,14.6439000
5790,TOI-5300 b,TOI-5300,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.26219600000,0.0295000000,9.86390302,0.88000000,190.69704420,0.60000000,Mass,0.000000,198.0000,1043.00,K4 V,4610.00,0.650000,0.670000,-0.1700,[Fe/H],4.640000,356.4811370,0.4587978,162.51000000,13.2333000
5791,TOI-5301 b,TOI-5301,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.85885800000,0.0730000000,13.09208946,1.16800000,1182.32167404,3.72000000,Mass,0.330000,429.7940,1648.00,,6240.00,2.190000,1.483000,0.0300,[Fe/H],3.926000,12.9908008,13.0783712,629.16100000,11.5696000
5792,TOI-5319 b,TOI-5319,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.07853000000,0.0506000000,2.83000000,0.25247612,8.40000000,0.02640000,M-R relationship,,38.7885,695.00,M,3580.00,0.485000,0.500000,,,4.500000,35.2135563,23.5204408,61.17100000,13.1344000
5793,TOI-532 b,TOI-532,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.32665080000,0.0296000000,5.82000000,0.51922652,61.50000000,0.19350064,Mass,0.000000,94.1000,867.00,,3927.00,0.612000,0.639000,0.3380,[Fe/H],4.669000,85.0800537,11.5626373,135.04700000,13.6645000
5794,TOI-5322 b,TOI-5322,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),5.42332070000,0.0604000000,16.61170940,1.48200000,184.02264765,0.57900000,Mass,0.055000,554.0000,1350.00,,5692.00,1.462000,0.998000,-0.0480,[Fe/H],4.110000,6.5293373,14.3364283,476.89900000,12.4839000
5795,TOI-5335 b,TOI-5335,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.61365988443,,4.02422162,0.35901762,15.30000000,0.04800000,M-R relationship,,200.8300,1048.00,,5528.92,0.916633,0.945000,,,4.449700,46.9523734,15.3590831,331.28900000,13.0870000
5796,TOI-5340 b,TOI-5340,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),4.93943920000,0.0628000000,15.07607904,1.34500000,270.15414595,0.85000000,Mass,0.130000,1004.0000,1566.00,,5990.00,1.842000,1.350000,0.2080,[Fe/H],4.036000,59.3094816,22.3783373,532.62900000,12.2074000
5797,TOI-5344 b,TOI-5344,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.79262200000,0.0404100000,10.60369574,0.94600000,130.94530368,0.41200000,Mass,0.054000,38.0000,689.00,,3747.00,0.588000,0.612000,0.4250,[Fe/H],4.686000,63.2662165,20.9151568,138.36700000,14.3361000
5798,TOI-5349 b,TOI-5349,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.31792100000,0.0369000000,10.20000000,0.91000000,127.40000000,0.40000000,Mass,0.030000,44.5000,719.00,M1+/-0.5,3751.00,0.580000,0.610000,0.5000,[Fe/H],4.720000,52.7125703,20.8796279,188.33600000,14.8907000
5799,TOI-5350 b,TOI-5350,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),7.58136700000,0.0796000000,12.41955062,1.10800000,2094.48920213,6.59000000,Mass,0.016500,321.8790,1195.00,,6220.00,1.263000,1.167000,0.0440,[Fe/H],4.304000,74.4023015,21.6019759,277.41900000,11.7055000
5800,TOI-5380 b,TOI-5380,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.77229247873,,3.48093238,0.31054852,11.90000000,0.03750000,M-R relationship,,796.3050,1479.00,,6400.78,1.562100,1.343000,,,4.162000,112.7611492,73.1287844,286.78100000,10.4963000
5801,TOI-5386 A b,TOI-5386 A,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.62156552000,0.0485600000,14.70618268,1.31200000,155.10026262,0.48800000,Mass,0.072000,817.0000,1488.00,,6094.00,1.245000,1.165000,0.1820,[Fe/H],4.314000,226.1069193,60.5362318,394.48600000,11.7598000
5802,TOI-5388.01,TOI-5388,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.59467480000,0.0243358550,0.99000000,0.08832204,2.20000000,0.00692197,Mass,,3.3023,488.00,M3.0 V,3440.00,0.300000,0.292000,-0.3600,[Fe/H],4.990000,152.1765169,35.5475571,18.52260000,11.7284000
5803,TOI-5398 b,TOI-5398,1,2,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),10.59054700000,0.0980000000,10.30000000,0.91890603,58.70000000,0.18469085,Mass,0.130000,118.4130,947.00,G V,6000.00,1.051000,1.146000,0.0900,[Fe/H],4.440000,161.8795569,36.3294345,130.85500000,9.9823300
5804,TOI-5398 c,TOI-5398,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.77271000000,0.0570000000,3.52000000,0.31403391,11.80000000,0.03712695,Mass,0.140000,370.6030,1242.00,G V,6000.00,1.051000,1.146000,0.0900,[Fe/H],4.440000,161.8795569,36.3294345,130.85500000,9.9823300
5805,TOI-540 b,TOI-540,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.23914910000,0.0122300000,0.90300000,0.08056026,0.67400000,0.00212000,M-R relationship,0.000000,23.4000,611.00,M V,3216.00,0.189500,0.159000,,,4.438000,76.3096949,-47.9375391,14.00220000,12.8938000
5806,TOI-5422 b,TOI-5422,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.37721900000,0.0619000000,9.10169233,0.81200000,8899.19539600,28.00000000,Mass,0.094000,580.0000,1369.00,,5820.00,1.474000,1.066000,-0.0120,[Fe/H],4.135000,86.8436173,25.6260342,346.14100000,11.7079000
5807,TOI-544 b,TOI-544,1,2,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.54835200000,0.0225000000,2.01800000,0.18003421,2.89000000,0.00909296,Mass,0.000000,240.1950,999.00,,4169.00,0.623000,0.631000,-0.1700,[Fe/H],4.680000,82.2900716,-0.3428983,41.11660000,10.4143000
5808,TOI-544 c,TOI-544,1,2,0,Radial Velocity,2023,La Silla Observatory,50.08900000000,,4.92000000,0.43900000,21.50000000,0.06764657,Msini,0.320000,,,,4169.00,0.623000,0.631000,-0.1700,[Fe/H],4.680000,82.2900716,-0.3428983,41.11660000,10.4143000
5809,TOI-5486 b,TOI-5486,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.02470073205,,3.96824928,0.35402410,14.90000000,0.04690000,M-R relationship,,53.3297,752.00,,3750.17,0.553216,0.548138,,,4.614200,190.5495041,3.7886012,89.68110000,13.3657000
5810,TOI-5489 b,TOI-5489,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.15222000000,,1.40000000,0.12489985,2.54000000,0.00800000,M-R relationship,,25.1137,624.00,,3547.00,0.420000,0.410000,,,4.810000,128.6912940,11.4895882,45.09070000,12.8184000
5811,TOI-5489 c,TOI-5489,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),4.92126000000,,1.28000000,0.11419415,2.18000000,0.00687000,M-R relationship,,13.8663,536.00,,3547.00,0.420000,0.410000,,,4.810000,128.6912940,11.4895882,45.09070000,12.8184000
5812,TOI-5502 b,TOI-5502,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),11.62592988285,,4.12873780,0.36834195,15.90000000,0.05020000,M-R relationship,,95.1955,870.00,,6088.71,1.323750,1.244000,,,4.185400,135.2040560,27.9983339,248.65400000,10.7040000
5813,TOI-5515 b,TOI-5515,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),8.59225810839,,2.65362762,0.23674121,7.53000000,0.02370000,M-R relationship,,86.6267,778.10,,5483.65,0.835682,0.963000,,,4.483700,139.6163639,16.9899558,135.45900000,11.0029000
5814,TOI-5532 b,TOI-5532,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.65396594310,,2.52763693,0.22550105,6.93000000,0.02180000,M-R relationship,,34.3229,617.33,,4208.45,0.662052,0.636083,,,4.596500,41.3804035,5.1507331,90.99850000,12.4350000
5815,TOI-5542 b,TOI-5542,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),75.12375000000,0.3320000000,11.30986153,1.00900000,419.53349724,1.32000000,Mass,0.018000,9.6000,441.00,G3 V,5700.00,1.058000,0.890000,-0.2100,[Fe/H],4.200000,302.7984228,-61.1354659,348.84900000,12.2819000
5816,TOI-5573 b,TOI-5573,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),8.79758977000,0.0712000000,9.75000000,0.87000000,112.00000000,0.35000000,Mass,0.072000,12.9200,528.00,,3790.00,0.594000,0.619000,0.4200,[Fe/H],4.680000,136.4259999,55.3071309,186.56200000,14.6741000
5817,TOI-558 b,TOI-558,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.57407100000,0.1291000000,12.17295304,1.08600000,1147.36054927,3.61000000,Mass,0.298000,248.8554,1061.00,F V,6466.00,1.496000,1.349000,-0.0040,[Fe/H],4.218000,42.2915093,-58.0246828,402.63000000,11.3253000
5818,TOI-559 b,TOI-559,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.98390950000,0.0723000000,12.22899794,1.09100000,1910.14872607,6.01000000,Mass,0.151000,404.9150,1180.00,G V,5925.00,1.233000,1.026000,-0.0690,[Fe/H],4.268000,46.8186159,-31.1629951,233.26600000,10.9777000
5819,TOI-5592 b,TOI-5592,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.60858460000,0.0393500000,17.14974047,1.53000000,285.72773789,0.89900000,Mass,0.062000,1712.0000,1789.00,,6237.00,1.393000,1.194000,-0.0130,[Fe/H],4.226000,106.6800684,65.8572490,597.02600000,12.4963000
5820,TOI-5595 b,TOI-5595,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.99002553853,,4.73740402,0.42264361,20.10000000,0.06340000,M-R relationship,,24.7628,621.00,,4417.30,0.743344,0.645000,,,4.632600,110.4601649,35.2219829,136.95500000,12.9724000
5821,TOI-5599 b,TOI-5599,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.43691503941,,7.18882120,0.64134477,40.90000000,0.12900000,M-R relationship,,833.2180,1496.00,,6137.02,1.913340,1.210000,,,4.051600,199.3262375,55.6815392,547.94800000,11.6476000
5822,TOI-5605 b,TOI-5605,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),5.91340454843,,2.52611303,0.22536510,6.92000000,0.02180000,M-R relationship,,33.3499,669.00,,4583.79,0.736044,0.680000,-0.0269,[M/H],4.637200,150.5380078,50.1453867,95.07350000,11.7685000
5823,TOI-561 b,TOI-561,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.44656970000,0.0106400000,1.39700000,0.12463221,2.02000000,0.00635563,Mass,0.000000,4709.0000,2319.00,G9 V,5342.00,0.843000,0.806000,-0.4100,[Fe/H],4.470000,148.1851516,6.2161030,85.79900000,10.0128000
5824,TOI-561 c,TOI-561,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.77883800000,0.0889000000,2.86500000,0.25559862,5.93000000,0.01865787,Mass,0.023000,67.5000,802.00,G9 V,5342.00,0.843000,0.806000,-0.4100,[Fe/H],4.470000,148.1851516,6.2161030,85.79900000,10.0128000
5825,TOI-561 d,TOI-561,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),25.71268000000,0.1587000000,2.61500000,0.23329508,13.33000000,0.04194087,Mass,0.111000,21.2000,600.00,G9 V,5342.00,0.843000,0.806000,-0.4100,[Fe/H],4.470000,148.1851516,6.2161030,85.79900000,10.0128000
5826,TOI-561 e,TOI-561,1,4,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),77.14400000000,0.3300000000,2.51700000,0.22455209,12.40000000,0.03901476,Mass,0.074000,4.8900,416.00,G9 V,5342.00,0.843000,0.806000,-0.4100,[Fe/H],4.470000,148.1851516,6.2161030,85.79900000,10.0128000
5827,TOI-5614 b,TOI-5614,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.17221328949,,3.21759316,0.28705493,10.40000000,0.03290000,M-R relationship,,74.1594,817.00,,4553.00,0.734919,0.674000,,,4.645800,189.4323154,69.4584273,223.01600000,13.7566000
5828,TOI-5616 b,TOI-5616,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.00284900000,0.0272000000,10.78000000,0.96100000,624.00000000,1.96332356,Mass,0.000000,137.0000,939.00,,3996.00,0.646000,0.666000,0.1400,[Fe/H],4.670000,184.9016378,48.6832895,390.41500000,15.6306000
5829,TOI-5624 b,TOI-5624,1,5,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.39034730000,0.0420100000,2.31400000,0.20644161,9.40000000,0.02957571,Mass,0.000000,251.1030,1136.00,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,180.8443476,49.2512257,101.91300000,10.5425000
5830,TOI-5624 c,TOI-5624,1,5,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),7.88538500000,0.0737400000,2.47400000,0.22071588,4.80000000,0.01510249,Mass,0.000000,96.4290,857.00,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,180.8443476,49.2512257,101.91300000,10.5425000
5831,TOI-5624 d,TOI-5624,1,5,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),13.73146800000,0.1067000000,3.58400000,0.31974361,4.90000000,0.01541712,Mass,0.000000,157.0550,712.60,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,180.8443476,49.2512257,101.91300000,10.5425000
5832,TOI-5624 e,TOI-5624,1,5,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),21.48993600000,0.1439000000,3.24700000,0.28967844,8.90000000,0.02800253,Mass,0.000000,21.9904,613.80,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,180.8443476,49.2512257,101.91300000,10.5425000
5833,TOI-5624 f,TOI-5624,1,5,0,Transit Timing Variations,2026,Multiple Observatories,45.37000000000,0.2366000000,3.66000000,0.32700000,13.00000000,0.04090257,Msini,0.000000,,478.50,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,180.8443476,49.2512257,101.91300000,10.5425000
5834,TOI-5630 b,TOI-5630,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.22118452536,,2.37117553,0.21154248,6.22000000,0.01960000,M-R relationship,,937.8840,1541.00,,5385.64,0.933361,0.934000,0.1350,[M/H],4.437300,236.4538532,40.3748618,134.04700000,10.8304000
5835,TOI-5634 A b,TOI-5634 A,2,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.20353730000,0.0272000000,10.42000000,0.92300000,588.00000000,1.85005489,Mass,0.000000,77.0000,837.00,,3896.00,0.540000,0.556000,-0.2700,[Fe/H],4.730000,175.6436366,20.9652921,306.14400000,15.9978000
5836,TOI-564 b,TOI-564,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.65114400000,0.0273400000,11.43318000,1.02000000,464.98529000,1.46300000,Mass,0.072000,1423.0000,1714.00,,5640.00,1.088000,0.998000,0.1430,[Fe/H],4.364000,130.2951535,-16.0363275,199.58100000,11.1424000
5837,TOI-5678 b,TOI-5678,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),47.73022000000,0.2490000000,4.91000000,0.43804161,20.00000000,0.06292704,Mass,0.140000,3.8369,513.00,G7 V,5485.00,0.938000,0.905000,0.0000,[Fe/H],4.340000,47.3841872,-34.1984808,165.39300000,11.1483000
5838,TOI-5688 A b,TOI-5688 A,2,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.94815527000,0.0337900000,10.30000000,0.92000000,124.00000000,0.39000000,Mass,0.128000,50.3000,742.00,,3713.00,0.570000,0.600000,0.4700,[Fe/H],4.690000,266.9231001,47.7050486,226.31800000,15.3240000
5839,TOI-5704 b,TOI-5704,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.77111600000,,3.22740000,0.28792984,10.50000000,0.03300000,M-R relationship,,125.0643,949.07,,4590.00,0.757500,0.730000,0.4280,[Fe/H],4.543000,169.8248694,44.9890782,89.63700000,11.2746000
5840,TOI-5713 b,TOI-5713,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),10.44198900000,0.0600800000,1.77000000,0.15790910,3.78000000,0.01190000,M-R relationship,0.240000,2.2554,347.20,M3.5+/-0.5,3225.00,0.299200,0.265300,-0.0300,[Fe/H],4.910000,208.4587323,52.6027628,40.86680000,14.0104000
5841,TOI-5716 b,TOI-5716,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.76630000000,,0.96000000,0.08564561,0.84000000,0.00264000,M-R relationship,,3.4093,400.00,,3436.00,0.220000,0.190000,-0.5400,[Fe/H],5.020760,201.9007989,73.1774325,39.41220000,14.3739000
5842,TOI-5720 b,TOI-5720,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.43445550000,0.0182880000,1.09000000,0.09724345,4.30000000,0.01352931,Mass,,41.7000,708.00,M3.5 +/- 1.0,3325.00,0.383000,0.383000,0.0300,[Fe/H],5.010000,170.3135774,25.2732942,35.82560000,12.8215000
5843,TOI-5726.01,TOI-5726,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.49112521500,0.0621860000,2.55400000,0.22785301,7.05000000,0.02220000,M-R relationship,,338.9500,1093.03,,5874.00,1.106000,1.060000,,,4.377110,123.3950504,68.5745899,108.84800000,9.5803400
5844,TOI-5728 b,TOI-5728,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),11.49761000000,,1.31000000,0.11687057,2.27000000,0.00714000,M-R relationship,,3.5120,382.00,,3419.00,0.370000,0.360000,-0.1200,[Fe/H],4.848990,260.3509363,67.5504212,54.70450000,13.6849000
5845,TOI-5734 b,TOI-5734,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),6.18418760000,0.0592100000,2.10000000,0.18734977,9.10000000,0.02863180,Mass,,56.3778,688.00,K3-K4 V,4750.00,0.639000,0.724000,-0.1300,[Fe/H],4.660000,111.2558179,37.2311218,32.51020000,9.1904400
5846,TOI-5736 b,TOI-5736,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0.64899000000,,1.56000000,0.13917412,3.05000000,0.00961000,M-R relationship,,493.4827,1311.00,,3949.00,0.580000,0.570000,,,4.668590,213.7583971,49.5009379,92.36040000,12.9042000
5847,TOI-5777 b,TOI-5777,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),6.91716177373,,3.09551273,0.27616362,9.78000000,0.03080000,M-R relationship,,21.9209,602.00,,4408.03,0.671912,0.658000,,,4.671500,141.0022390,82.8586961,114.27700000,12.6537000
5848,TOI-5786 b,TOI-5786,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),12.77910700000,0.1140000000,8.54000000,0.76188908,73.00000000,0.22968369,Mass,,374.4620,1040.00,,6235.00,1.360000,1.230000,0.0800,[Fe/H],4.260000,293.3223259,30.7042468,192.47500000,10.1378000
5849,TOI-5788 b,TOI-5788,1,2,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),6.34075800000,0.0640000000,1.52800000,0.13631926,3.72000000,0.01170443,Mass,0.061000,175.1000,910.00,,5615.00,0.870000,0.870000,-0.3200,[Fe/H],4.420000,287.4249017,31.7615284,97.61400000,10.0551000
5850,TOI-5788 c,TOI-5788,1,2,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),16.21336200000,0.1197000000,2.27200000,0.20269461,6.40000000,0.02013665,Mass,0.046000,49.8000,667.00,,5615.00,0.870000,0.870000,-0.3200,[Fe/H],4.420000,287.4249017,31.7615284,97.61400000,10.0551000
5851,TOI-5789 b,TOI-5789,1,4,0,Radial Velocity,2026,Multiple Observatories,2.76369000000,0.0360800000,1.26000000,0.11200000,2.12000000,0.00667027,Msini,0.000000,,1201.00,K1 V,5185.00,0.833000,0.821000,-0.1200,[Fe/H],4.511000,302.7734475,16.1897138,20.45810000,7.0999900
5852,TOI-5789 c,TOI-5789,1,4,0,Transit,,Transiting Exoplanet Survey Satellite (TESS),12.92774800000,0.1009000000,2.86000000,0.25515255,5.00000000,0.01573176,Mass,0.067000,8.7194,718.00,K1 V,5185.00,0.833000,0.821000,-0.1200,[Fe/H],4.511000,302.7734475,16.1897138,20.45810000,7.0999900
5853,TOI-5789 d,TOI-5789,1,4,0,Radial Velocity,2026,Multiple Observatories,29.65000000000,0.1756000000,1.91000000,0.17000000,4.29000000,0.01349785,Msini,0.096000,,545.00,K1 V,5185.00,0.833000,0.821000,-0.1200,[Fe/H],4.511000,302.7734475,16.1897138,20.45810000,7.0999900
5854,TOI-5789 e,TOI-5789,1,4,0,Radial Velocity,2026,Multiple Observatories,62.98000000000,0.2901000000,3.43000000,0.30600000,11.61000000,0.03652915,Msini,0.071000,,424.00,K1 V,5185.00,0.833000,0.821000,-0.1200,[Fe/H],4.511000,302.7734475,16.1897138,20.45810000,7.0999900
